Unnamed: 0,City_Name,City_Lat,City_Long,Temperature,Humidity,Cloudiness,Wind_Speed,Country,Date
551,Sambava,-14.2667,50.1667,69.89,81,25,13.09,MG,2021-06-16 22:17:46
552,Truth or Consequences,33.1284,-107.2528,100.08,12,1,11.5,US,2021-06-16 22:17:46
553,Atchison,39.563,-95.1216,92.25,51,5,9.06,US,2021-06-16 22:17:47
554,SÃ©mbÃ©,1.6481,14.5806,70.72,97,80,2.57,CG,2021-06-16 22:17:47
555,Tingo MarÃ­a,-9.2895,-76.0088,76.44,76,98,1.03,PE,2021-06-16 22:17:47
556,Mendi,-6.1761,143.6513,56.95,91,89,1.68,PG,2021-06-16 22:17:48
557,Caconda,-13.7333,15.0667,53.96,38,19,2.75,AO,2021-06-16 22:17:48
558,Ugoofaaru,5.6667,73.0,82.71,77,69,14.25,MV,2021-06-16 22:17:49
559,Poum,-20.2333,164.0167,74.14,81,76,4.7,NC,2021-06-16 22:17:49
560,Tondano,1.3038,124.9112,66.29,93,32,2.17,ID,2021-06-16 22:17:50
561,Hatton,6.8916,80.5955,61.03,95,100,2.39,LK,2021-06-16 22:17:21
562,Charters Towers,-20.1,146.2667,68.34,80,24,3.29,AU,2021-06-16 22:17:50
563,QuirinÃ³polis,-18.4483,-50.4517,68.99,35,44,3.83,BR,2021-06-16 22:17:51
564,Philadelphia,39.9523,-75.1638,76.84,32,20,3.0,US,2021-06-16 22:14:41
565,Itoman,26.1247,127.6694,82.24,94,75,8.05,JP,2021-06-16 22:17:51
566,Alenquer,-1.9417,-54.7383,80.94,86,44,4.12,BR,2021-06-16 22:17:52
567,Camocim,-2.9022,-40.8411,78.31,85,57,10.18,BR,2021-06-16 22:17:52
568,Ouadda,8.0777,22.4007,67.03,98,100,7.58,CF,2021-06-16 22:17:52
569,Degollado,20.467,-102.1498,83.95,20,96,12.91,MX,2021-06-16 22:17:53
570,Barstow,34.8986,-117.0228,111.58,6,77,2.46,US,2021-06-16 22:17:53
571,Harbatpur,30.45,77.7333,74.95,77,20,4.72,IN,2021-06-16 22:17:53
572,San QuintÃ­n,30.4833,-115.95,73.49,63,35,8.99,MX,2021-06-16 22:17:54
573,Mount Gambier,-37.8333,140.7667,46.31,100,100,4.61,AU,2021-06-16 22:17:54
574,Manono,-7.3,27.4167,68.79,36,15,3.51,CD,2021-06-16 22:17:55
575,Pasni,25.2631,63.471000000000004,84.94,79,0,4.43,PK,2021-06-16 22:17:55
576,Merauke,-8.4667,140.3333,76.5,89,96,10.02,ID,2021-06-16 22:17:55
577,Lisala,2.15,21.5167,69.78,92,96,2.46,CD,2021-06-16 22:17:56
578,Faxinal,-24.0003,-51.3194,53.83,85,20,1.88,BR,2021-06-16 22:17:56
579,RyÅtsu-minato,38.0833,138.4333,69.76,82,7,2.37,JP,2021-06-16 22:17:57
580,Ranipur,27.2879,68.5051,89.65,53,11,14.85,PK,2021-06-16 22:17:57
581,MÄga,4.05,38.3,61.2,63,95,9.31,ET,2021-06-16 22:17:58
582,Madingou,-4.1536,13.55,72.25,88,23,3.47,CG,2021-06-16 22:17:58
583,Äreka,7.0667,37.7,60.37,87,100,2.3,ET,2021-06-16 22:17:58
584,Menomonie,44.8755,-91.9193,82.76,62,0,9.26,US,2021-06-16 22:17:59
585,Oistins,13.0667,-59.5333,80.69,69,20,14.97,BB,2021-06-16 22:14:12
586,SantoÃ±a,43.4439,-3.4576,65.25,95,64,7.27,ES,2021-06-16 22:17:59
587,Chui,-33.6971,-53.4616,49.71,78,100,9.46,UY,2021-06-16 22:18:00
588,Province of Trapani,37.8333,12.6667,68.94,86,0,6.96,IT,2021-06-16 22:14:36
589,Hala,25.8131,68.4227,84.18,65,0,17.34,PK,2021-06-16 22:18:01
590,Tari,12.4086,4.4914,81.25,63,59,18.12,NG,2021-06-16 22:18:01
591,Boyolangu,-8.1181,111.8935,75.09,92,100,2.33,ID,2021-06-16 22:18:01
592,Puerto Escondido,15.85,-97.0667,80.02,84,100,12.53,MX,2021-06-16 22:18:02
593,Gangarampur,25.4,88.5167,79.3,89,100,11.72,IN,2021-06-16 22:18:02
594,Rapid Valley,44.0625,-103.1463,88.07,24,1,1.01,US,2021-06-16 22:15:53
595,Mae Sai,20.4335,99.8762,74.52,99,99,0.49,TH,2021-06-16 22:18:03
596,Syriam,16.7722,96.2378,75.31,100,90,3.44,MM,2021-06-16 22:18:04
597,Kushima,31.4583,131.2333,71.64,90,100,8.52,JP,2021-06-16 22:18:04
598,LeÃ³n,21.1167,-101.6667,80.65,23,90,19.42,MX,2021-06-16 22:18:05
599,Ginir,7.1333,40.7,57.45,80,100,5.28,ET,2021-06-16 22:18:05
600,Port Hueneme,34.1478,-119.1951,79.34,65,1,10.36,US,2021-06-16 22:17:27
601,Tezpur,26.6333,92.8,76.64,96,92,4.94,IN,2021-06-16 22:18:06
602,Zambezi,-13.5432,23.1047,53.49,45,6,3.58,ZM,2021-06-16 22:18:06
603,Lobatse,-25.2167,25.6667,45.72,34,2,3.44,BW,2021-06-16 22:18:07
604,NiquelÃ¢ndia,-14.4739,-48.4597,74.01,44,8,2.48,BR,2021-06-16 22:18:07
605,AfÅin,38.2477,36.914,55.02,71,20,2.51,TR,2021-06-16 22:18:08
606,Foz,43.5692,-7.2544,64.2,96,96,1.68,ES,2021-06-16 22:18:08
607,Mandalgovi,45.7625,106.2708,47.48,61,71,18.54,MN,2021-06-16 22:18:09
608,Rabo de Peixe,37.8,-25.5833,65.71,94,75,5.75,PT,2021-06-16 22:18:09
609,Arlit,18.7369,7.3853,89.82,11,0,11.72,NE,2021-06-16 22:18:09
610,Porto Walter,-8.2686,-72.7439,81.57,61,62,2.37,BR,2021-06-16 22:18:11
611,Chicama,-7.8447,-79.1469,64.94,68,98,9.4,PE,2021-06-16 22:18:11
612,Albox,37.3886,-2.1495,66.69,77,100,1.92,ES,2021-06-16 22:18:12
613,DhÄrchula,29.85,80.5333,70.7,84,100,4.25,IN,2021-06-16 22:18:12
614,Zemio,5.0314,25.1361,68.25,99,100,1.77,CF,2021-06-16 22:18:13
615,Vieques,18.425,-65.8329,83.88,79,40,17.27,PR,2021-06-16 22:18:13
616,NiterÃ³i,-22.8833,-43.1036,70.95,68,75,6.91,BR,2021-06-16 22:18:13
617,Chipata,-13.6333,32.65,53.55,58,0,4.88,ZM,2021-06-16 22:18:14
618,Luganville,-15.5333,167.1667,81.7,77,43,6.71,VU,2021-06-16 22:18:14
619,Eureka,40.8021,-124.1637,66.09,72,2,5.99,US,2021-06-16 22:15:30
620,CuliacÃ¡n,24.7994,-107.3897,96.53,42,1,11.5,MX,2021-06-16 22:15:35
621,OrÃ¡n,-23.1322,-64.32600000000001,48.42,63,100,2.42,AR,2021-06-16 22:18:15
622,Shenjiamen,29.9576,122.29799999999999,74.01,94,98,7.85,CN,2021-06-16 22:18:15
623,Hays,30.0502,-98.0336,92.71,47,0,3.0,US,2021-06-16 22:18:16
624,Pimentel,-6.8367,-79.9342,68.29,83,90,19.57,PE,2021-06-16 22:18:16
625,Peniche,39.3558,-9.3811,63.79,89,80,7.09,PT,2021-06-16 22:16:34
626,Maumere,-8.6199,122.2111,76.96,82,31,6.51,ID,2021-06-16 22:18:17
627,Uribia,11.7139,-72.266,88.29,52,99,22.66,CO,2021-06-16 22:18:17
628,YÄrÄda,17.65,83.2667,84.52,79,75,9.22,IN,2021-06-16 22:18:18
629,Iranshahr,27.2025,60.6848,89.37,7,0,4.68,IR,2021-06-16 22:18:18
630,MazagÃ£o,-0.115,-51.2894,84.25,91,11,4.18,BR,2021-06-16 22:18:18
631,Santiago,-33.4569,-70.6483,57.67,54,40,2.3,CL,2021-06-16 22:18:19
632,AcarÃ­,-15.4311,-74.6158,70.48,70,65,5.66,PE,2021-06-16 22:18:19
633,Kamen'-Rybolov,44.7481,132.0403,56.07,89,100,18.57,RU,2021-06-16 22:18:20
634,Kukuna,9.4,-12.6667,76.69,88,85,4.18,SL,2021-06-16 22:18:20
635,Rokupr,8.6717,-12.395,75.56,95,93,3.85,SL,2021-06-16 22:18:20
636,Talcahuano,-36.7167,-73.1167,55.08,88,20,1.14,CL,2021-06-16 22:18:21
637,Poya,-21.35,165.15,75.13,72,36,3.91,NC,2021-06-16 22:18:22
638,Ahmadpur East,29.1431,71.2598,87.26,49,85,12.53,PK,2021-06-16 22:18:22
639,Iberia,29.9502,-91.7507,92.89,46,1,10.36,US,2021-06-16 22:18:22
640,Acajutla,13.5928,-89.8275,84.54,77,91,7.81,SV,2021-06-16 22:18:23
641,Nirasaki,35.7,138.45,66.2,93,100,0.13,JP,2021-06-16 22:18:23
642,Maku,39.2911,44.4521,69.3,31,0,4.83,IR,2021-06-16 22:18:23
643,Liverpool,53.4106,-2.9779,58.96,73,0,3.44,GB,2021-06-16 22:18:24
644,Lodja,-3.4833,23.4333,70.23,42,50,1.25,CD,2021-06-16 22:18:24
645,Saurimo,-9.6608,20.3916,58.46,35,17,5.06,AO,2021-06-16 22:18:25
646,Hutchinson,38.0608,-97.9298,100.85,21,1,1.99,US,2021-06-16 22:15:01
647,Thinadhoo,0.5333,72.9333,83.8,73,59,9.69,MV,2021-06-16 22:18:25
648,Nguruka,-5.1092,31.0419,64.29,55,78,3.91,TZ,2021-06-16 22:18:26
649,Acapulco de JuÃ¡rez,16.8634,-99.8901,87.62,74,90,4.61,MX,2021-06-16 22:14:53
650,Vittoria,36.9537,14.5332,64.62,67,1,4.61,IT,2021-06-16 22:18:26
651,Valley,45.1277,-116.1262,67.77,20,0,5.73,US,2021-06-16 22:18:27
652,FukuechÅ,32.6881,128.8419,70.83,91,98,14.36,JP,2021-06-16 22:18:27
653,Bonanza,14.0289,-84.59100000000001,80.28,84,100,2.04,NI,2021-06-16 22:18:28
654,Sarangani,5.4033,125.4636,82.17,77,25,9.69,PH,2021-06-16 22:18:28
655,Devin,41.7433,24.4,58.1,97,71,1.54,BG,2021-06-16 22:18:28
656,Puerto RondÃ³n,6.2805,-71.1,83.03,74,28,4.5,CO,2021-06-16 22:18:29
657,SopÃ³,4.9075,-73.9384,64.42,85,98,2.95,CO,2021-06-16 22:18:29
658,Sivas Province,39.7916,37.0019,50.63,93,40,9.22,TR,2021-06-16 22:17:40
659,Sterling,39.0062,-77.4286,77.23,36,20,1.01,US,2021-06-16 22:18:30
660,Santa Rosa,14.3122,121.1114,82.87,77,77,3.02,PH,2021-06-16 22:18:30
661,Oeiras,-7.0253,-42.1311,81.93,35,2,3.42,BR,2021-06-16 22:18:31
662,Beeville,28.4008,-97.7483,91.15,55,1,6.91,US,2021-06-16 22:14:25
663,Harper,4.375,-7.7169,78.39,81,99,8.32,LR,2021-06-16 22:18:31
664,Biak,-0.9131,122.8766,74.82,85,48,6.08,ID,2021-06-16 22:18:31
665,Huercal Overa,37.389,-1.9454,66.79,77,100,1.59,ES,2021-06-16 22:18:32
666,Manokwari,-0.8667,134.0833,77.7,75,92,3.78,ID,2021-06-16 22:18:32
667,Tocopilla,-22.092,-70.1979,66.11,66,3,6.73,CL,2021-06-16 22:18:33
668,SÃ£o Miguel do Tapuio,-5.5036,-41.3233,82.38,45,78,3.53,BR,2021-06-16 22:18:33
669,Buin,-33.7333,-70.75,56.35,59,95,1.95,CL,2021-06-16 22:18:33
670,Wad RÄwah,15.1603,33.1397,88.3,43,91,12.95,SD,2021-06-16 22:18:34
671,Cururupu,-1.8283,-44.8683,75.4,89,3,3.42,BR,2021-06-16 22:18:34
672,Praia da VitÃ³ria,38.7333,-27.0667,64.65,100,75,13.06,PT,2021-06-16 22:18:35
673,Serenje,-13.2325,30.2352,50.56,61,0,4.16,ZM,2021-06-16 22:18:35
674,Gizo Government Station,-8.103,156.8419,81.88,75,48,6.17,SB,2021-06-16 22:18:35
675,Imuris,30.7833,-110.8667,108.43,7,17,15.52,MX,2021-06-16 22:18:36
676,Ulladulla,-35.35,150.4667,53.1,64,93,13.56,AU,2021-06-16 22:18:36
677,Orito,0.6766,-76.8771,80.19,81,64,1.5,CO,2021-06-16 22:18:37
678,Pedernales,18.0384,-71.744,87.49,57,25,12.97,DO,2021-06-16 22:18:37
679,Kpandu,6.9954,0.2931,77.0,82,95,10.67,GH,2021-06-16 22:18:37
680,IntipucÃ¡,13.1969,-88.0544,84.09,74,100,3.29,SV,2021-06-16 22:18:38
681,ManicorÃ©,-5.8092,-61.3003,80.55,83,20,2.3,BR,2021-06-16 22:18:38
682,HinganghÄt,20.5667,78.8333,74.61,73,100,8.32,IN,2021-06-16 22:18:39
683,Calabozo,8.9242,-67.4293,84.49,66,85,3.85,VE,2021-06-16 22:18:39
684,Pitimbu,-7.4706,-34.8086,77.59,84,6,12.35,BR,2021-06-16 22:18:40
685,St. Pete Beach,27.7253,-82.7412,82.22,76,20,5.01,US,2021-06-16 22:18:40
686,Panzhihua,26.5851,101.7128,73.09,89,100,1.68,CN,2021-06-16 22:18:40
687,Buseresere,-3.0236,31.8747,66.92,56,98,0.38,TZ,2021-06-16 22:18:41
688,Raul Soares,-20.1022,-42.4519,66.88,65,0,3.67,BR,2021-06-16 22:18:41
689,Tongzi,28.7829,105.0877,69.89,96,100,4.05,CN,2021-06-16 22:18:41
690,Redlands,34.0556,-117.1825,100.49,27,75,4.0,US,2021-06-16 22:18:42
691,Sayyan,15.1718,44.3244,63.37,59,89,2.84,YE,2021-06-16 22:18:42
692,La Santisima Trinidad,-14.8333,-64.9,78.78,69,47,4.61,BO,2021-06-16 22:18:43
693,CassilÃ¢ndia,-19.1133,-51.7342,68.54,41,27,4.72,BR,2021-06-16 22:18:43
694,Richards Bay,-28.783,32.0377,66.81,47,34,10.07,ZA,2021-06-16 22:18:44
695,Kirakira,-10.4544,161.9205,82.6,75,77,6.49,SB,2021-06-16 22:18:44
696,Torres,-29.3353,-49.7269,53.94,72,72,10.45,BR,2021-06-16 22:18:44
697,Dourbali,11.8091,15.8632,88.05,42,49,5.35,TD,2021-06-16 22:16:34
698,Ubari,26.5921,12.7805,83.66,15,0,8.05,LY,2021-06-16 22:18:45
699,Vilhena,-12.7406,-60.1458,77.22,69,0,5.75,BR,2021-06-16 22:18:25
700,Buckeye,33.3703,-112.5838,113.27,11,6,5.99,US,2021-06-16 22:15:53
701,MaceiÃ³,-9.6658,-35.7353,78.24,83,75,4.61,BR,2021-06-16 22:18:46
702,Baruun-Urt,46.6806,113.2792,46.51,67,12,14.41,MN,2021-06-16 22:18:46
703,Bahir Dar,11.5936,37.3908,65.03,80,80,3.87,ET,2021-06-16 22:18:47
704,Kawambwa,-9.7915,29.0791,54.46,42,3,5.35,ZM,2021-06-16 22:18:47
705,Nauta,-4.5061,-73.5757,76.89,95,28,0.87,PE,2021-06-16 22:18:48
706,Erenhot,43.6475,111.9767,57.18,30,22,10.58,CN,2021-06-16 22:18:48
707,Goiatuba,-18.0125,-49.3547,66.85,32,24,3.83,BR,2021-06-16 22:18:48
708,AswÄn,24.0934,32.907,86.23,18,0,15.17,EG,2021-06-16 22:18:45
709,Casambalangan,18.3765,122.1274,81.54,83,79,2.75,PH,2021-06-16 22:18:49
710,Gamba,-2.65,10.0,75.78,85,60,6.64,GA,2021-06-16 22:18:49
711,Kongolo,-5.3833,27.0,70.21,35,29,2.01,CD,2021-06-16 22:18:50
712,Mahon,39.8885,4.2658,75.76,78,0,11.5,ES,2021-06-16 22:18:50
713,Bourail,-21.5667,165.4833,73.0,74,30,3.58,NC,2021-06-16 22:18:51
714,Roebourne,-20.7833,117.1333,65.03,36,100,16.71,AU,2021-06-16 22:18:51
715,Lake Jackson,29.0339,-95.4344,91.87,60,40,5.01,US,2021-06-16 22:16:37
716,San Juan de Flores,14.2667,-87.0333,74.88,70,95,3.33,HN,2021-06-16 22:18:52
717,Rio Grande,-32.035,-52.0986,47.95,64,100,10.98,BR,2021-06-16 22:18:52
718,Takoradze,4.8845,-1.7554,76.39,89,100,14.07,GH,2021-06-16 22:18:53
719,Taltal,-25.4,-70.4833,61.65,67,4,3.22,CL,2021-06-16 22:18:53
720,Melton,-37.6833,144.5833,43.95,94,78,4.14,AU,2021-06-16 22:18:53
721,BhandÄra,21.1667,79.65,73.99,78,99,6.42,IN,2021-06-16 22:18:54
722,Sainte-Marie,-20.8968,55.5496,71.15,68,90,18.41,RE,2021-06-16 22:18:54
723,Moranbah,-22.0016,148.0466,67.89,82,25,1.72,AU,2021-06-16 22:18:55
724,Jizan,17.3333,42.6667,88.74,66,24,2.64,SA,2021-06-16 22:18:55
725,Puerto Cabezas,14.0351,-83.3888,82.96,75,84,8.12,NI,2021-06-16 22:18:55
726,Fare,-16.7,-151.0167,80.62,76,100,22.12,PF,2021-06-16 22:18:56
727,Bundaberg,-24.85,152.35,64.69,100,75,8.05,AU,2021-06-16 22:18:56
728,Kalmunai,7.4167,81.8167,79.74,74,98,5.19,LK,2021-06-16 22:18:57
729,Grand Gaube,-20.0064,57.6608,69.39,85,69,7.0,MU,2021-06-16 22:18:57
730,Jiangyou,31.7667,104.7167,68.61,89,100,5.19,CN,2021-06-16 22:18:58
731,AripuanÃ£,-9.1667,-60.6333,79.59,65,48,2.59,BR,2021-06-16 22:18:58
732,Dharampur,20.5333,73.1833,80.65,79,86,10.42,IN,2021-06-16 22:18:58
733,Lima,-12.0432,-77.0282,71.92,71,40,12.66,PE,2021-06-16 22:18:59
734,Hervey Bay,-25.2986,152.8535,67.01,93,76,3.0,AU,2021-06-16 22:18:59
735,Ä°skilip,40.7353,34.4739,56.05,87,99,2.44,TR,2021-06-16 22:19:00
736,Sittwe,20.15,92.9,77.94,90,100,14.88,MM,2021-06-16 22:19:00
737,Kapiri Mposhi,-13.9652,28.6809,50.58,63,0,5.26,ZM,2021-06-16 22:19:00
738,Nara,34.6851,135.8049,70.99,93,100,4.21,JP,2021-06-16 22:19:01
739,Jasdan,22.0333,71.2,87.31,71,8,12.06,IN,2021-06-16 22:19:01
740,Kieta,-6.2167,155.6333,81.77,75,54,5.19,PG,2021-06-16 22:19:02
741,ParaÃ­ba do Sul,-22.1619,-43.2928,60.69,89,24,4.38,BR,2021-06-16 22:19:02
742,Pokaran,26.9167,71.9167,85.95,58,14,8.57,IN,2021-06-16 22:19:03
743,BÄrÄn,25.1,76.5167,88.92,46,74,6.42,IN,2021-06-16 22:19:03
744,Gold Coast,-28.0,153.4333,66.2,82,15,3.0,AU,2021-06-16 22:19:03
745,San Vicente de CaÃ±ete,-13.0751,-76.3835,67.89,80,80,7.76,PE,2021-06-16 22:19:04
746,Kota Kinabalu,5.9749,116.0724,78.78,89,40,3.44,MY,2021-06-16 22:14:45
747,Port Elizabeth,-33.918,25.5701,61.09,77,0,5.75,ZA,2021-06-16 22:19:04
748,Naval,11.5606,124.3975,80.92,84,12,5.01,PH,2021-06-16 22:19:05
749,Jiazi,22.8779,116.06700000000001,81.7,88,56,9.64,CN,2021-06-16 22:19:05
750,MÃ©dÃ©a,36.2642,2.7539,64.85,63,100,9.28,DZ,2021-06-16 22:19:06
751,Arinos,-15.9169,-46.1056,76.15,41,49,2.91,BR,2021-06-16 22:19:06
752,Vaitape,-16.5167,-151.75,81.25,74,100,21.03,PF,2021-06-16 22:19:06
753,Bulawayo,-20.15,28.5833,53.04,45,17,4.63,ZW,2021-06-16 22:19:07
754,Demba,-5.51,22.2667,65.73,38,49,2.46,CD,2021-06-16 22:19:07
755,Carovigno,40.708,17.655,68.34,64,32,1.97,IT,2021-06-16 22:19:08
756,Gwanda,-20.9333,29.0,54.66,49,21,2.3,ZW,2021-06-16 22:19:08
757,ItajuÃ­pe,-14.6781,-39.375,74.19,94,32,0.94,BR,2021-06-16 22:19:09
758,Sakakah,29.9697,40.2064,83.77,22,0,13.06,SA,2021-06-16 22:19:09
759,AmarwÄra,22.3,79.1667,75.7,79,92,10.02,IN,2021-06-16 22:19:09
760,Carroll,39.5501,-77.0164,75.09,35,2,1.99,US,2021-06-16 22:19:10
761,Hengyang,26.8881,112.615,79.12,87,74,3.13,CN,2021-06-16 22:19:10
762,Yining,29.0361,114.5636,78.53,88,61,2.04,CN,2021-06-16 22:19:11
763,Minuri,16.535,121.8574,77.22,87,77,3.11,PH,2021-06-16 22:19:11
764,Kisoro,-1.2854,29.685,54.25,91,100,2.71,UG,2021-06-16 22:19:11
765,Eunice,30.4944,-92.4176,92.88,54,0,8.37,US,2021-06-16 22:19:12
766,Broome,42.2506,-75.833,64.76,43,1,5.01,US,2021-06-16 22:19:12
767,OuÃ©goa,-20.35,164.4333,76.53,75,70,7.56,NC,2021-06-16 22:19:13
768,Itarema,-2.9248,-39.9167,79.36,75,1,11.45,BR,2021-06-16 22:19:13
769,Banjar,-8.19,114.9675,76.86,91,78,3.06,ID,2021-06-16 22:19:13
770,Mfou,3.7159,11.6427,67.66,99,100,4.47,CM,2021-06-16 22:19:14
771,Ati,13.2154,18.3353,85.98,45,60,14.74,TD,2021-06-16 22:19:14
772,Abu Dhabi,24.4667,54.3667,89.62,66,0,3.44,AE,2021-06-16 22:17:37
773,Oytal,42.9057,73.2697,63.97,39,69,4.65,KZ,2021-06-16 22:19:15
774,Mindelo,16.8901,-24.9804,74.75,73,40,16.11,CV,2021-06-16 22:19:15
775,SÃ£o JoÃ£o da Barra,-21.6403,-41.0511,68.79,78,64,9.71,BR,2021-06-16 22:19:16
776,Sungai Penuh,-2.0833,101.3833,63.21,97,90,1.25,ID,2021-06-16 22:19:16
777,Lewisville,33.0462,-96.9942,96.82,40,1,1.01,US,2021-06-16 22:19:09
778,Diapaga,12.0708,1.7889,83.86,47,55,6.76,BF,2021-06-16 22:19:17
779,KalÄleh,37.3807,55.4916,79.61,15,0,4.38,IR,2021-06-16 22:19:17
780,Äsosa,10.0667,34.5333,60.93,96,100,0.72,ET,2021-06-16 22:19:18
781,Luanda,-8.8368,13.2343,75.2,83,40,5.75,AO,2021-06-16 22:19:18
782,Kabo,7.6994,18.629,71.26,96,80,4.72,CF,2021-06-16 22:19:19
783,KyabÃ©,9.4515,18.9449,76.87,78,95,4.16,TD,2021-06-16 22:19:19
784,Corning,42.1428,-77.0547,66.7,37,1,8.05,US,2021-06-16 22:15:38
785,KorÄula,42.9622,17.1369,68.56,70,37,1.7,HR,2021-06-16 22:19:20
786,Southbridge,42.0751,-72.0334,70.14,43,3,1.01,US,2021-06-16 22:19:20
787,Arrecife,28.963,-13.5477,71.58,73,20,13.8,ES,2021-06-16 22:19:20
788,Jega,12.2175,4.3792,84.52,55,65,16.64,NG,2021-06-16 22:19:21
789,Nago,26.5881,127.9761,82.35,92,70,7.63,JP,2021-06-16 22:19:21
790,Qorveh,35.1664,47.8045,66.25,23,0,2.1,IR,2021-06-16 22:19:22
791,Ãay,38.5917,31.0286,52.99,84,46,4.47,TR,2021-06-16 22:19:22
792,Byron Bay,-28.65,153.6167,61.11,87,12,8.14,AU,2021-06-16 22:14:29
793,Alyangula,-13.8483,136.4192,75.18,89,96,6.67,AU,2021-06-16 22:19:23
794,Imbituba,-28.24,-48.6703,58.89,68,83,10.49,BR,2021-06-16 22:19:23
795,Nhulunbuy,-12.2333,136.7667,75.81,94,98,4.61,AU,2021-06-16 22:19:24
796,Waslala,13.2333,-85.3833,81.72,80,60,6.42,NI,2021-06-16 22:19:24
797,Paracuru,-3.41,-39.0306,81.1,78,8,9.46,BR,2021-06-16 22:19:25
798,HyÃ¨res,43.1167,6.1167,70.95,83,0,3.44,FR,2021-06-16 22:19:25
799,Hargeisa,9.56,44.065,72.9,51,79,22.1,SO,2021-06-16 22:19:26
800,Morant Bay,17.8815,-76.4093,86.05,76,18,11.79,JM,2021-06-16 22:19:26
801,Makakilo City,21.3469,-158.0858,83.35,50,75,17.27,US,2021-06-16 22:19:26
802,Makokou,0.5738,12.8642,69.17,98,76,2.37,GA,2021-06-16 22:19:27
803,MÃ¡ncora,-4.1078,-81.0475,73.98,71,89,12.26,PE,2021-06-16 22:19:27
804,Dourados,-22.2211,-54.8056,65.25,57,89,7.25,BR,2021-06-16 22:18:07
805,North Augusta,33.5018,-81.9651,86.54,42,1,10.36,US,2021-06-16 22:19:28
806,Yei,4.095,30.6779,66.76,94,88,3.27,SS,2021-06-16 22:19:28
807,Venado Tuerto,-33.7456,-61.9688,44.31,68,100,4.54,AR,2021-06-16 22:19:29
808,San Luis RÃ­o Colorado,32.4631,-114.7767,109.26,14,100,13.2,MX,2021-06-16 22:19:29
809,Barra Patuca,15.8,-84.2833,83.26,76,95,13.8,HN,2021-06-16 22:19:29
810,Kumluca,36.3703,30.2869,69.13,60,0,5.66,TR,2021-06-16 22:19:30
811,Kimbe,-5.5502,150.1429,77.59,87,96,3.33,PG,2021-06-16 22:19:30
812,Shihezi,44.3,86.0333,69.64,22,100,3.65,CN,2021-06-16 22:19:30
813,Emerald,-23.5333,148.1667,64.54,100,90,5.75,AU,2021-06-16 22:19:31
814,Pak Phanang,8.3511,100.20200000000001,78.94,85,99,8.1,TH,2021-06-16 22:19:31
815,Altamira,-3.2033,-52.2064,74.98,92,2,0.98,BR,2021-06-16 22:19:32
816,Kuytun,54.3419,101.5036,47.88,88,88,5.41,RU,2021-06-16 22:19:32
817,Parkes,-33.1333,148.1833,39.72,90,18,5.48,AU,2021-06-16 22:19:32
818,Broken Hill,-31.95,141.4333,44.19,93,0,10.63,AU,2021-06-16 22:19:33
819,Pagudpud,18.5616,120.7868,78.76,85,70,8.25,PH,2021-06-16 22:19:33
820,North Platte,41.1239,-100.7654,102.76,25,1,8.01,US,2021-06-16 22:17:03
821,Pringsewu,-5.3582,104.9744,72.5,97,100,2.66,ID,2021-06-16 22:19:34
822,Nuoro,40.3211,9.3297,65.79,81,3,2.77,IT,2021-06-16 22:19:34
823,SÄ«tÄmau,24.0167,75.35,83.62,61,92,15.1,IN,2021-06-16 22:19:35
824,Weligama,5.9667,80.4167,78.98,85,100,10.87,LK,2021-06-16 22:19:35
